"","Library","Shannon","Richness","Type","Tissue"
"1","M2112DBH01F",0,0,"Bacteria","Lung"
"2","M2112DBH01F",0,1,"RNA virus","Lung"
"3","M2112DBH01F",0,0,"DNA virus","Lung"
"4","M2112DBH01F",0,0,"Eukaryote","Lung"
"5","M2112DBH02P",0,1,"RNA virus","Spleen"
"6","M2112DBH02P",0,0,"DNA virus","Spleen"
"7","M2112DBH02P",0,0,"Bacteria","Spleen"
"8","M2112DBH02P",0,0,"Eukaryote","Spleen"
"9","M2112DBH03C",0,0,"Bacteria","Gut"
"10","M2112DBH03C",0,0,"DNA virus","Gut"
"11","M2112DBH03C",0,0,"RNA virus","Gut"
"12","M2112DBH03C",0,0,"Eukaryote","Gut"
"13","M2112DBH04C",0,0,"DNA virus","Gut"
"14","M2112DBH04C",0,0,"Eukaryote","Gut"
"15","M2112DBH04C",0,0,"Bacteria","Gut"
"16","M2112DBH04C",0,1,"RNA virus","Gut"
"17","M2112DBH04F",0,1,"DNA virus","Lung"
"18","M2112DBH04F",0,0,"Eukaryote","Lung"
"19","M2112DBH04F",0,0,"RNA virus","Lung"
"20","M2112DBH04F",0,0,"Bacteria","Lung"
"21","M2112DBH04P",0,0,"RNA virus","Spleen"
"22","M2112DBH04P",0,0,"DNA virus","Spleen"
"23","M2112DBH04P",0,0,"Bacteria","Spleen"
"24","M2112DBH04P",0,0,"Eukaryote","Spleen"
"25","M2112DBH06C",0,0,"Bacteria","Gut"
"26","M2112DBH06C",0,1,"RNA virus","Gut"
"27","M2112DBH06C",0,0,"DNA virus","Gut"
"28","M2112DBH06C",0,0,"Eukaryote","Gut"
"29","M2112DBH06P",0,1,"RNA virus","Spleen"
"30","M2112DBH06P",0,0,"Bacteria","Spleen"
"31","M2112DBH06P",0,1,"DNA virus","Spleen"
"32","M2112DBH06P",0,0,"Eukaryote","Spleen"
"33","M2112DBH07P",0,1,"DNA virus","Spleen"
"34","M2112DBH07P",0,0,"Bacteria","Spleen"
"35","M2112DBH07P",0,0,"RNA virus","Spleen"
"36","M2112DBH07P",0,0,"Eukaryote","Spleen"
"37","M2112DBH07RCX100",0,0,"Bacteria","Gut"
"38","M2112DBH07RCX100",0,1,"RNA virus","Gut"
"39","M2112DBH07RCX100",0,1,"Eukaryote","Gut"
"40","M2112DBH07RCX100",0,0,"DNA virus","Gut"
"41","M2112DBH08C",0,0,"Bacteria","Gut"
"42","M2112DBH08C",0,0,"RNA virus","Gut"
"43","M2112DBH08C",0,1,"Eukaryote","Gut"
"44","M2112DBH08C",0,0,"DNA virus","Gut"
"45","M2112DBH08P",0,0,"RNA virus","Spleen"
"46","M2112DBH08P",0,0,"DNA virus","Spleen"
"47","M2112DBH08P",0,0,"Bacteria","Spleen"
"48","M2112DBH08P",0,0,"Eukaryote","Spleen"
"49","M2112DBH10F",0,0,"Eukaryote","Lung"
"50","M2112DBH10F",0,0,"DNA virus","Lung"
"51","M2112DBH10F",0,1,"RNA virus","Lung"
"52","M2112DBH10F",0,0,"Bacteria","Lung"
"53","M2112DBH10P",0,0,"Eukaryote","Spleen"
"54","M2112DBH10P",0,1,"RNA virus","Spleen"
"55","M2112DBH10P",0,0,"Bacteria","Spleen"
"56","M2112DBH10P",0,0,"DNA virus","Spleen"
"57","M2112DBH11C",0,0,"RNA virus","Gut"
"58","M2112DBH11C",0,1,"Eukaryote","Gut"
"59","M2112DBH11C",0,0,"Bacteria","Gut"
"60","M2112DBH11C",0,0,"DNA virus","Gut"
"61","M2112DBH12P",0,0,"Bacteria","Spleen"
"62","M2112DBH12P",0,0,"Eukaryote","Spleen"
"63","M2112DBH12P",0,0,"DNA virus","Spleen"
"64","M2112DBH12P",0,0,"RNA virus","Spleen"
"65","M2112DBH13C",0,0,"Bacteria","Gut"
"66","M2112DBH13C",0,0,"RNA virus","Gut"
"67","M2112DBH13C",0,0,"DNA virus","Gut"
"68","M2112DBH13C",0,0,"Eukaryote","Gut"
"69","M2112DBH14C",0,0,"RNA virus","Gut"
"70","M2112DBH14C",0,0,"Bacteria","Gut"
"71","M2112DBH14C",0,0,"Eukaryote","Gut"
"72","M2112DBH14C",0,0,"DNA virus","Gut"
"73","M2112DBH14P",0,0,"RNA virus","Spleen"
"74","M2112DBH14P",0,1,"DNA virus","Spleen"
"75","M2112DBH14P",0,0,"Bacteria","Spleen"
"76","M2112DBH14P",0,0,"Eukaryote","Spleen"
"77","M2112DBH15F",0,0,"RNA virus","Lung"
"78","M2112DBH15F",0,1,"DNA virus","Lung"
"79","M2112DBH15F",0,0,"Bacteria","Lung"
"80","M2112DBH15F",0,0,"Eukaryote","Lung"
"81","M2112DBH16C",0,1,"RNA virus","Gut"
"82","M2112DBH16C",0,0,"Eukaryote","Gut"
"83","M2112DBH16C",0,0,"Bacteria","Gut"
"84","M2112DBH16C",0,0,"DNA virus","Gut"
"85","M2112DBH16F",0,1,"Eukaryote","Lung"
"86","M2112DBH16F",0,1,"RNA virus","Lung"
"87","M2112DBH16F",0,1,"DNA virus","Lung"
"88","M2112DBH16F",0,0,"Bacteria","Lung"
"89","M2112DBH16P",0,0,"Eukaryote","Spleen"
"90","M2112DBH16P",0,1,"RNA virus","Spleen"
"91","M2112DBH16P",0,0,"Bacteria","Spleen"
"92","M2112DBH16P",0,0,"DNA virus","Spleen"
"93","M2112DBH17C",0,1,"Eukaryote","Gut"
"94","M2112DBH17C",0,0,"RNA virus","Gut"
"95","M2112DBH17C",0,0,"Bacteria","Gut"
"96","M2112DBH17C",0,0,"DNA virus","Gut"
"97","M2112DBH17F",0,1,"RNA virus","Lung"
"98","M2112DBH17F",0,0,"DNA virus","Lung"
"99","M2112DBH17F",0.0840099260818556,3,"Eukaryote","Lung"
"100","M2112DBH17F",0,0,"Bacteria","Lung"
"101","M2112DBH17P",0,0,"Bacteria","Spleen"
"102","M2112DBH17P",0,0,"DNA virus","Spleen"
"103","M2112DBH17P",0.551683341432686,2,"RNA virus","Spleen"
"104","M2112DBH17P",0,0,"Eukaryote","Spleen"
"105","M2112DBH18F",0,0,"Bacteria","Lung"
"106","M2112DBH18F",0,1,"Eukaryote","Lung"
"107","M2112DBH18F",0,0,"RNA virus","Lung"
"108","M2112DBH18F",0,0,"DNA virus","Lung"
"109","M2112DBH18P",0,0,"Bacteria","Spleen"
"110","M2112DBH18P",0,0,"RNA virus","Spleen"
"111","M2112DBH18P",0,0,"Eukaryote","Spleen"
"112","M2112DBH18P",0,1,"DNA virus","Spleen"
"113","M2112DBH19C",0,0,"Bacteria","Gut"
"114","M2112DBH19C",0,1,"RNA virus","Gut"
"115","M2112DBH19C",0,0,"DNA virus","Gut"
"116","M2112DBH19C",0,0,"Eukaryote","Gut"
"117","M2112DBH19F",0.679121779973693,2,"Eukaryote","Lung"
"118","M2112DBH19F",0,1,"DNA virus","Lung"
"119","M2112DBH19F",0,0,"Bacteria","Lung"
"120","M2112DBH19F",0,1,"RNA virus","Lung"
"121","M2112DBH19P",0,0,"Eukaryote","Spleen"
"122","M2112DBH19P",0,0,"DNA virus","Spleen"
"123","M2112DBH19P",0,0,"Bacteria","Spleen"
"124","M2112DBH19P",0,1,"RNA virus","Spleen"
"125","M2112DBH20C",0,0,"Eukaryote","Gut"
"126","M2112DBH20C",0,0,"DNA virus","Gut"
"127","M2112DBH20C",0,1,"Bacteria","Gut"
"128","M2112DBH20C",0,0,"RNA virus","Gut"
"129","M2112DBH20F",0,1,"DNA virus","Lung"
"130","M2112DBH20F",0,0,"Bacteria","Lung"
"131","M2112DBH20F",0,1,"RNA virus","Lung"
"132","M2112DBH20F",0,1,"Eukaryote","Lung"
"133","M2112DBH20P",0,0,"Bacteria","Spleen"
"134","M2112DBH20P",0,0,"Eukaryote","Spleen"
"135","M2112DBH20P",0,0,"RNA virus","Spleen"
"136","M2112DBH20P",0,0,"DNA virus","Spleen"
"137","M2112DBH21P",0,0,"Eukaryote","Spleen"
"138","M2112DBH21P",0,0,"DNA virus","Spleen"
"139","M2112DBH21P",0,0,"Bacteria","Spleen"
"140","M2112DBH21P",0,0,"RNA virus","Spleen"
"141","M2112DBH22C",0,0,"Eukaryote","Gut"
"142","M2112DBH22C",0,1,"Bacteria","Gut"
"143","M2112DBH22C",0,0,"DNA virus","Gut"
"144","M2112DBH22C",0,1,"RNA virus","Gut"
"145","M2112DBH22F",0,1,"Eukaryote","Lung"
"146","M2112DBH22F",0,1,"DNA virus","Lung"
"147","M2112DBH22F",0,0,"Bacteria","Lung"
"148","M2112DBH22F",0,1,"RNA virus","Lung"
"149","M2112DBH22P",0,0,"Eukaryote","Spleen"
"150","M2112DBH22P",0,1,"RNA virus","Spleen"
"151","M2112DBH22P",0,0,"DNA virus","Spleen"
"152","M2112DBH22P",0,0,"Bacteria","Spleen"
"153","M2112DBH23C",0,0,"DNA virus","Gut"
"154","M2112DBH23C",0,0,"Eukaryote","Gut"
"155","M2112DBH23C",0,1,"RNA virus","Gut"
"156","M2112DBH23C",0,0,"Bacteria","Gut"
"157","M2112DBH23P",0,0,"DNA virus","Spleen"
"158","M2112DBH23P",0,1,"RNA virus","Spleen"
"159","M2112DBH23P",0,0,"Eukaryote","Spleen"
"160","M2112DBH23P",0,0,"Bacteria","Spleen"
"161","M2112DBH24C",0,1,"DNA virus","Gut"
"162","M2112DBH24C",0,1,"Eukaryote","Gut"
"163","M2112DBH24C",0,0,"RNA virus","Gut"
"164","M2112DBH24C",0,0,"Bacteria","Gut"
"165","M2112DBH24F",0,0,"RNA virus","Lung"
"166","M2112DBH24F",0,1,"DNA virus","Lung"
"167","M2112DBH24F",0,0,"Bacteria","Lung"
"168","M2112DBH24F",0,0,"Eukaryote","Lung"
"169","M2112DBH24P",0,0,"Bacteria","Spleen"
"170","M2112DBH24P",0,1,"DNA virus","Spleen"
"171","M2112DBH24P",0,0,"Eukaryote","Spleen"
"172","M2112DBH24P",0,0,"RNA virus","Spleen"
"173","M2112DBH25C",0,0,"DNA virus","Gut"
"174","M2112DBH25C",0,0,"Eukaryote","Gut"
"175","M2112DBH25C",0,1,"RNA virus","Gut"
"176","M2112DBH25C",0,0,"Bacteria","Gut"
"177","M2112DBH25F",0,0,"DNA virus","Lung"
"178","M2112DBH25F",0,1,"Eukaryote","Lung"
"179","M2112DBH25F",0,0,"RNA virus","Lung"
"180","M2112DBH25F",0,0,"Bacteria","Lung"
"181","M2112DBH25P",0,0,"DNA virus","Spleen"
"182","M2112DBH25P",0,0,"Eukaryote","Spleen"
"183","M2112DBH25P",0,0,"RNA virus","Spleen"
"184","M2112DBH25P",0,0,"Bacteria","Spleen"
"185","M2112DBH26C",0,0,"Bacteria","Gut"
"186","M2112DBH26C",0.62661515471345,3,"RNA virus","Gut"
"187","M2112DBH26C",0,0,"DNA virus","Gut"
"188","M2112DBH26C",0,1,"Eukaryote","Gut"
"189","M2112DBH26P",0.392143769566495,2,"RNA virus","Spleen"
"190","M2112DBH26P",0,0,"Bacteria","Spleen"
"191","M2112DBH26P",0,0,"DNA virus","Spleen"
"192","M2112DBH26P",0,0,"Eukaryote","Spleen"
"193","M2112DBH27C",0,1,"RNA virus","Gut"
"194","M2112DBH27C",0,1,"DNA virus","Gut"
"195","M2112DBH27C",0,0,"Bacteria","Gut"
"196","M2112DBH27C",0,1,"Eukaryote","Gut"
"197","M2112DBH27P",0,0,"Bacteria","Spleen"
"198","M2112DBH27P",0,0,"DNA virus","Spleen"
"199","M2112DBH27P",0,1,"RNA virus","Spleen"
"200","M2112DBH27P",0,0,"Eukaryote","Spleen"
"201","M2112DBH28C",0,1,"Eukaryote","Gut"
"202","M2112DBH28C",0,0,"Bacteria","Gut"
"203","M2112DBH28C",0,1,"RNA virus","Gut"
"204","M2112DBH28C",0,0,"DNA virus","Gut"
"205","M2112DBH30C",0,0,"RNA virus","Gut"
"206","M2112DBH30C",0,1,"Eukaryote","Gut"
"207","M2112DBH30C",0,0,"DNA virus","Gut"
"208","M2112DBH30C",0,0,"Bacteria","Gut"
"209","M2112DBH30F",0,1,"RNA virus","Lung"
"210","M2112DBH30F",0,1,"Eukaryote","Lung"
"211","M2112DBH30F",0,0,"DNA virus","Lung"
"212","M2112DBH30F",0,0,"Bacteria","Lung"
"213","M2112DBH31F",0,1,"Eukaryote","Lung"
"214","M2112DBH31F",0,0,"RNA virus","Lung"
"215","M2112DBH31F",0,0,"DNA virus","Lung"
"216","M2112DBH31F",0,0,"Bacteria","Lung"
"217","M2112DBH32F",0,1,"RNA virus","Lung"
"218","M2112DBH32F",0,0,"Eukaryote","Lung"
"219","M2112DBH32F",0,0,"Bacteria","Lung"
"220","M2112DBH32F",0,1,"DNA virus","Lung"
"221","M2112DBH32P",0,0,"Bacteria","Spleen"
"222","M2112DBH32P",0,0,"Eukaryote","Spleen"
"223","M2112DBH32P",0,1,"RNA virus","Spleen"
"224","M2112DBH32P",0,0,"DNA virus","Spleen"
"225","M2112DBH33C",0,0,"Bacteria","Gut"
"226","M2112DBH33C",0,1,"Eukaryote","Gut"
"227","M2112DBH33C",0.707586687442443,6,"RNA virus","Gut"
"228","M2112DBH33C",0,1,"DNA virus","Gut"
"229","M2112DBH33F",0,1,"RNA virus","Lung"
"230","M2112DBH33F",0,0,"Bacteria","Lung"
"231","M2112DBH33F",0,1,"Eukaryote","Lung"
"232","M2112DBH33F",0,0,"DNA virus","Lung"
"233","M2112DBH33P",0,0,"Bacteria","Spleen"
"234","M2112DBH33P",0,1,"RNA virus","Spleen"
"235","M2112DBH33P",0,0,"DNA virus","Spleen"
"236","M2112DBH33P",0,0,"Eukaryote","Spleen"
"237","M2112DBH34C",0,0,"DNA virus","Gut"
"238","M2112DBH34C",0.251251520645453,4,"RNA virus","Gut"
"239","M2112DBH34C",0,0,"Bacteria","Gut"
"240","M2112DBH34C",0,0,"Eukaryote","Gut"
"241","M2112DBH34F",0.321042002765227,2,"RNA virus","Lung"
"242","M2112DBH34F",0,0,"Eukaryote","Lung"
"243","M2112DBH34F",0,0,"Bacteria","Lung"
"244","M2112DBH34F",0,0,"DNA virus","Lung"
"245","M2112DBH34P",0,1,"RNA virus","Spleen"
"246","M2112DBH34P",0,0,"Eukaryote","Spleen"
"247","M2112DBH34P",0,0,"DNA virus","Spleen"
"248","M2112DBH34P",0,0,"Bacteria","Spleen"
"249","M2112DBH35C",0,0,"Eukaryote","Gut"
"250","M2112DBH35C",0,0,"DNA virus","Gut"
"251","M2112DBH35C",0.736092595295897,6,"RNA virus","Gut"
"252","M2112DBH35C",0,0,"Bacteria","Gut"
"253","M2112DBH35F",0,0,"Bacteria","Lung"
"254","M2112DBH35F",0,0,"Eukaryote","Lung"
"255","M2112DBH35F",0,1,"RNA virus","Lung"
"256","M2112DBH35F",0,1,"DNA virus","Lung"
"257","M2112DBH35P",0,1,"RNA virus","Spleen"
"258","M2112DBH35P",0,0,"Bacteria","Spleen"
"259","M2112DBH35P",0,0,"DNA virus","Spleen"
"260","M2112DBH35P",0,0,"Eukaryote","Spleen"
"261","M2112DBH36C",0.253037317550837,4,"RNA virus","Gut"
"262","M2112DBH36C",0,0,"Bacteria","Gut"
"263","M2112DBH36C",0,1,"DNA virus","Gut"
"264","M2112DBH36C",0.310025719899237,2,"Eukaryote","Gut"
"265","M2112DBH36F",0,0,"Bacteria","Lung"
"266","M2112DBH36F",0,1,"DNA virus","Lung"
"267","M2112DBH36F",0,0,"Eukaryote","Lung"
"268","M2112DBH36F",0,1,"RNA virus","Lung"
"269","M2112DBH36P",0,0,"Bacteria","Spleen"
"270","M2112DBH36P",0,1,"RNA virus","Spleen"
"271","M2112DBH36P",0,0,"Eukaryote","Spleen"
"272","M2112DBH36P",0,1,"DNA virus","Spleen"
"273","M2112DBH37C",0,1,"Bacteria","Gut"
"274","M2112DBH37C",0,1,"RNA virus","Gut"
"275","M2112DBH37C",0,0,"DNA virus","Gut"
"276","M2112DBH37C",0,0,"Eukaryote","Gut"
"277","M2112DBH37F",0,0,"Bacteria","Lung"
"278","M2112DBH37F",0,0,"Eukaryote","Lung"
"279","M2112DBH37F",0,0,"RNA virus","Lung"
"280","M2112DBH37F",0,0,"DNA virus","Lung"
"281","M2112DBH37P",0,0,"Eukaryote","Spleen"
"282","M2112DBH37P",0,0,"DNA virus","Spleen"
"283","M2112DBH37P",0,0,"Bacteria","Spleen"
"284","M2112DBH37P",0,0,"RNA virus","Spleen"
"285","M2112DBH38C",0,0,"DNA virus","Gut"
"286","M2112DBH38C",0,1,"Eukaryote","Gut"
"287","M2112DBH38C",0,0,"Bacteria","Gut"
"288","M2112DBH38C",0.0896460522185449,2,"RNA virus","Gut"
"289","M2112DBH38F",0,0,"Bacteria","Lung"
"290","M2112DBH38F",0,1,"DNA virus","Lung"
"291","M2112DBH38F",0,0,"RNA virus","Lung"
"292","M2112DBH38F",0,0,"Eukaryote","Lung"
"293","M2112DBH38P",0,0,"Bacteria","Spleen"
"294","M2112DBH38P",0,0,"Eukaryote","Spleen"
"295","M2112DBH38P",0,0,"RNA virus","Spleen"
"296","M2112DBH38P",0,1,"DNA virus","Spleen"
"297","M2112DBH39C",0,0,"Bacteria","Gut"
"298","M2112DBH39C",0.941191203484808,3,"RNA virus","Gut"
"299","M2112DBH39C",0.818307383942244,4,"DNA virus","Gut"
"300","M2112DBH39C",0,1,"Eukaryote","Gut"
"301","M2112DBH39F",0,0,"Eukaryote","Lung"
"302","M2112DBH39F",0,0,"RNA virus","Lung"
"303","M2112DBH39F",0,0,"Bacteria","Lung"
"304","M2112DBH39F",0,1,"DNA virus","Lung"
"305","M2112DBH39P",0,0,"Bacteria","Spleen"
"306","M2112DBH39P",0,1,"DNA virus","Spleen"
"307","M2112DBH39P",0,0,"RNA virus","Spleen"
"308","M2112DBH39P",0,0,"Eukaryote","Spleen"
"309","M2112DBH40C",0.249911671230905,4,"RNA virus","Gut"
"310","M2112DBH40C",0,0,"Bacteria","Gut"
"311","M2112DBH40C",0,1,"Eukaryote","Gut"
"312","M2112DBH40C",0,0,"DNA virus","Gut"
"313","M2112DBH40F",0,1,"RNA virus","Lung"
"314","M2112DBH40F",0,0,"Eukaryote","Lung"
"315","M2112DBH40F",0,0,"DNA virus","Lung"
"316","M2112DBH40F",0,0,"Bacteria","Lung"
"317","M2112DBH40P",0,1,"RNA virus","Spleen"
"318","M2112DBH40P",0,0,"DNA virus","Spleen"
"319","M2112DBH40P",0,0,"Eukaryote","Spleen"
"320","M2112DBH40P",0,0,"Bacteria","Spleen"
"321","M2112DBH41C",0.256887831697763,6,"RNA virus","Gut"
"322","M2112DBH41C",0,0,"DNA virus","Gut"
"323","M2112DBH41C",0,0,"Eukaryote","Gut"
"324","M2112DBH41C",0,0,"Bacteria","Gut"
"325","M2112DBH41F",0,0,"Eukaryote","Lung"
"326","M2112DBH41F",0,0,"Bacteria","Lung"
"327","M2112DBH41F",0,1,"RNA virus","Lung"
"328","M2112DBH41F",0,0,"DNA virus","Lung"
"329","M2112DBH41P",0,1,"RNA virus","Spleen"
"330","M2112DBH41P",0,0,"DNA virus","Spleen"
"331","M2112DBH41P",0,0,"Bacteria","Spleen"
"332","M2112DBH41P",0,0,"Eukaryote","Spleen"
"333","M2112DBH42C",0,0,"Bacteria","Gut"
"334","M2112DBH42C",0.980890034185376,3,"RNA virus","Gut"
"335","M2112DBH42C",0,1,"DNA virus","Gut"
"336","M2112DBH42C",0,0,"Eukaryote","Gut"
"337","M2112DBH42F",0,1,"DNA virus","Lung"
"338","M2112DBH42F",0,1,"RNA virus","Lung"
"339","M2112DBH42F",0,0,"Bacteria","Lung"
"340","M2112DBH42F",0,0,"Eukaryote","Lung"
"341","M2112DBH42P",0,1,"RNA virus","Spleen"
"342","M2112DBH42P",0,1,"DNA virus","Spleen"
"343","M2112DBH42P",0,0,"Bacteria","Spleen"
"344","M2112DBH42P",0,0,"Eukaryote","Spleen"
"345","M2112DBH43C",0,1,"RNA virus","Gut"
"346","M2112DBH43C",0,0,"Bacteria","Gut"
"347","M2112DBH43C",0,1,"DNA virus","Gut"
"348","M2112DBH43C",0,0,"Eukaryote","Gut"
"349","M2112DBH43F",0,0,"RNA virus","Lung"
"350","M2112DBH43F",0,0,"Bacteria","Lung"
"351","M2112DBH43F",0,1,"DNA virus","Lung"
"352","M2112DBH43F",0,0,"Eukaryote","Lung"
"353","M2112DBH43P",0,0,"RNA virus","Spleen"
"354","M2112DBH43P",0,0,"Bacteria","Spleen"
"355","M2112DBH43P",0,1,"DNA virus","Spleen"
"356","M2112DBH43P",0,0,"Eukaryote","Spleen"
"357","M2112DBH44C",1.39298103784569,6,"RNA virus","Gut"
"358","M2112DBH44C",0,1,"Eukaryote","Gut"
"359","M2112DBH44C",0,0,"Bacteria","Gut"
"360","M2112DBH44C",0,0,"DNA virus","Gut"
"361","M2112DBH44F",0.615678510339147,2,"RNA virus","Lung"
"362","M2112DBH44F",0,0,"Eukaryote","Lung"
"363","M2112DBH44F",0,0,"Bacteria","Lung"
"364","M2112DBH44F",0,0,"DNA virus","Lung"
"365","M2112DBH44P",0,0,"Eukaryote","Spleen"
"366","M2112DBH44P",0.0843521275906795,2,"RNA virus","Spleen"
"367","M2112DBH44P",0,0,"Bacteria","Spleen"
"368","M2112DBH44P",0,0,"DNA virus","Spleen"
"369","M2112DBH45C",0,1,"Eukaryote","Gut"
"370","M2112DBH45C",0,0,"Bacteria","Gut"
"371","M2112DBH45C",0.606826889741565,3,"RNA virus","Gut"
"372","M2112DBH45C",0,1,"DNA virus","Gut"
"373","M2112DBH45F",0,1,"RNA virus","Lung"
"374","M2112DBH45F",0,1,"Eukaryote","Lung"
"375","M2112DBH45F",0,1,"DNA virus","Lung"
"376","M2112DBH45F",0,0,"Bacteria","Lung"
"377","M2112DBH45P",0,0,"RNA virus","Spleen"
"378","M2112DBH45P",0,0,"Bacteria","Spleen"
"379","M2112DBH45P",0,0,"Eukaryote","Spleen"
"380","M2112DBH45P",0,1,"DNA virus","Spleen"
"381","M2112DBH46C",0,0,"Bacteria","Gut"
"382","M2112DBH46C",0,1,"RNA virus","Gut"
"383","M2112DBH46C",0,0,"DNA virus","Gut"
"384","M2112DBH46C",0,0,"Eukaryote","Gut"
"385","M2112DBH46P",0,0,"Bacteria","Spleen"
"386","M2112DBH46P",0,0,"Eukaryote","Spleen"
"387","M2112DBH46P",0,1,"DNA virus","Spleen"
"388","M2112DBH46P",0,0,"RNA virus","Spleen"
"389","M2112DBH47C",0,0,"Bacteria","Gut"
"390","M2112DBH47C",0,1,"DNA virus","Gut"
"391","M2112DBH47C",0,1,"RNA virus","Gut"
"392","M2112DBH47C",0.091287723127558,3,"Eukaryote","Gut"
"393","M2112DBH47F",0,1,"Eukaryote","Lung"
"394","M2112DBH47F",0,1,"DNA virus","Lung"
"395","M2112DBH47F",0,0,"Bacteria","Lung"
"396","M2112DBH47F",0,0,"RNA virus","Lung"
"397","M2112DBH47P",0,0,"RNA virus","Spleen"
"398","M2112DBH47P",0,0,"Eukaryote","Spleen"
"399","M2112DBH47P",0.275073268096614,2,"DNA virus","Spleen"
"400","M2112DBH47P",0,0,"Bacteria","Spleen"
"401","M2112DBH48C",0,0,"Bacteria","Gut"
"402","M2112DBH48C",0.262934762830209,3,"RNA virus","Gut"
"403","M2112DBH48C",0.966885504414479,3,"Eukaryote","Gut"
"404","M2112DBH48C",0,1,"DNA virus","Gut"
"405","M2112DBH48F",0,0,"RNA virus","Lung"
"406","M2112DBH48F",0,0,"Bacteria","Lung"
"407","M2112DBH48F",0,0,"DNA virus","Lung"
"408","M2112DBH48F",0.353785522255077,2,"Eukaryote","Lung"
"409","M2112DBH49C",0,0,"DNA virus","Gut"
"410","M2112DBH49C",0,0,"Eukaryote","Gut"
"411","M2112DBH49C",0,0,"Bacteria","Gut"
"412","M2112DBH49C",0,0,"RNA virus","Gut"
"413","M2112DBH49F",0,0,"Bacteria","Lung"
"414","M2112DBH49F",0,0,"RNA virus","Lung"
"415","M2112DBH49F",0.251688890415361,3,"Eukaryote","Lung"
"416","M2112DBH49F",0,0,"DNA virus","Lung"
"417","M2112DBH49P",0,0,"Eukaryote","Spleen"
"418","M2112DBH49P",0,0,"DNA virus","Spleen"
"419","M2112DBH49P",0,0,"RNA virus","Spleen"
"420","M2112DBH49P",0,0,"Bacteria","Spleen"
"421","M2112DBH50F",0,1,"RNA virus","Lung"
"422","M2112DBH50F",0,0,"Bacteria","Lung"
"423","M2112DBH50F",0,0,"DNA virus","Lung"
"424","M2112DBH50F",0,0,"Eukaryote","Lung"
"425","M2112DBH50P",0,1,"DNA virus","Spleen"
"426","M2112DBH50P",0,0,"Eukaryote","Spleen"
"427","M2112DBH50P",0,0,"Bacteria","Spleen"
"428","M2112DBH50P",0,0,"RNA virus","Spleen"
"429","M2112DBH51C",1.01162985029151,4,"Eukaryote","Gut"
"430","M2112DBH51C",0.845182717340957,4,"RNA virus","Gut"
"431","M2112DBH51C",0,0,"Bacteria","Gut"
"432","M2112DBH51C",0.48287966800126,2,"DNA virus","Gut"
"433","M2112DBH51F",0,1,"RNA virus","Lung"
"434","M2112DBH51F",0,0,"Bacteria","Lung"
"435","M2112DBH51F",0,1,"DNA virus","Lung"
"436","M2112DBH51F",0,1,"Eukaryote","Lung"
"437","M2112DBH51P",0,0,"DNA virus","Spleen"
"438","M2112DBH51P",0,1,"RNA virus","Spleen"
"439","M2112DBH51P",0,0,"Eukaryote","Spleen"
"440","M2112DBH51P",0,0,"Bacteria","Spleen"
"441","M2112DBH52C",0,0,"DNA virus","Gut"
"442","M2112DBH52C",0,0,"Eukaryote","Gut"
"443","M2112DBH52C",0,0,"Bacteria","Gut"
"444","M2112DBH52C",0.123653679418292,2,"RNA virus","Gut"
"445","M2112DBH53C",0,0,"DNA virus","Gut"
"446","M2112DBH53C",0,0,"Bacteria","Gut"
"447","M2112DBH53C",0,0,"Eukaryote","Gut"
"448","M2112DBH53C",0,1,"RNA virus","Gut"
"449","M2112DBH53F",0,0,"DNA virus","Lung"
"450","M2112DBH53F",0,0,"Bacteria","Lung"
"451","M2112DBH53F",0,0,"Eukaryote","Lung"
"452","M2112DBH53F",0,1,"RNA virus","Lung"
"453","M2112DBH53P",0,0,"Eukaryote","Spleen"
"454","M2112DBH53P",0,0,"DNA virus","Spleen"
"455","M2112DBH53P",0,1,"RNA virus","Spleen"
"456","M2112DBH53P",0,0,"Bacteria","Spleen"
"457","M2112DBH54C",0,1,"Bacteria","Gut"
"458","M2112DBH54C",0,0,"DNA virus","Gut"
"459","M2112DBH54C",0.200598570656236,3,"RNA virus","Gut"
"460","M2112DBH54C",0.662792205568685,3,"Eukaryote","Gut"
"461","M2112DBH54F",0,0,"DNA virus","Lung"
"462","M2112DBH54F",0.37894225908635,3,"Eukaryote","Lung"
"463","M2112DBH54F",0,0,"RNA virus","Lung"
"464","M2112DBH54F",0,0,"Bacteria","Lung"
"465","M2112DBH54P",0,0,"Bacteria","Spleen"
"466","M2112DBH54P",0,1,"DNA virus","Spleen"
"467","M2112DBH54P",0,0,"Eukaryote","Spleen"
"468","M2112DBH54P",0,0,"RNA virus","Spleen"
"469","M2112DBH55F",0,0,"RNA virus","Lung"
"470","M2112DBH55F",0,0,"DNA virus","Lung"
"471","M2112DBH55F",0.0195636012614656,2,"Eukaryote","Lung"
"472","M2112DBH55F",0,0,"Bacteria","Lung"
"473","M2112DBH55P",0,0,"RNA virus","Spleen"
"474","M2112DBH55P",0,0,"Eukaryote","Spleen"
"475","M2112DBH55P",0,0,"DNA virus","Spleen"
"476","M2112DBH55P",0,0,"Bacteria","Spleen"
"477","M2112DBH56C",0,1,"Eukaryote","Gut"
"478","M2112DBH56C",0,0,"DNA virus","Gut"
"479","M2112DBH56C",0,1,"RNA virus","Gut"
"480","M2112DBH56C",0,0,"Bacteria","Gut"
