"","Library","Shannon","Richness","Type","Tissue"
"1004","M2201APHXSH079F",0,1,"Eukaryote","Lung"
"1005","M2201APHXSH079P",0,1,"DNA virus","Spleen"
"1006","M2201APHXSH079P",0,0,"Bacteria","Spleen"
"1007","M2201APHXSH079P",0,0,"Eukaryote","Spleen"
"1008","M2201APHXSH079P",0,0,"RNA virus","Spleen"
"1009","M2201APHXSH080F",0,0,"Bacteria","Lung"
"1010","M2201APHXSH080F",0,0,"DNA virus","Lung"
"1011","M2201APHXSH080F",0,0,"Eukaryote","Lung"
"1012","M2201APHXSH080F",0,1,"RNA virus","Lung"
"1013","M2201APHXSH080P",0,0,"Eukaryote","Spleen"
"1014","M2201APHXSH080P",0,1,"RNA virus","Spleen"
"1015","M2201APHXSH080P",0,0,"Bacteria","Spleen"
"1016","M2201APHXSH080P",0,0,"DNA virus","Spleen"
"1017","M2201APHXSH081F",0,0,"RNA virus","Lung"
"1018","M2201APHXSH081F",0,0,"DNA virus","Lung"
"1019","M2201APHXSH081F",0,0,"Eukaryote","Lung"
"1020","M2201APHXSH081F",0,1,"Bacteria","Lung"
"1021","M2201APHXSH081P",0,0,"DNA virus","Spleen"
"1022","M2201APHXSH081P",0,0,"Bacteria","Spleen"
"1023","M2201APHXSH081P",0,0,"RNA virus","Spleen"
"1024","M2201APHXSH081P",0,0,"Eukaryote","Spleen"
"1025","M2201APHXSH082P",0,0,"Bacteria","Spleen"
"1026","M2201APHXSH082P",0,1,"DNA virus","Spleen"
"1027","M2201APHXSH082P",0,0,"Eukaryote","Spleen"
"1028","M2201APHXSH082P",0,0,"RNA virus","Spleen"
"1029","M2201APHXSH083C",0,0,"Eukaryote","Gut"
"1030","M2201APHXSH083C",0,0,"Bacteria","Gut"
"1031","M2201APHXSH083C",0.175193060343033,2,"DNA virus","Gut"
"1032","M2201APHXSH083C",0,0,"RNA virus","Gut"
"1033","M2201APHXSH083F",0,0,"RNA virus","Lung"
"1034","M2201APHXSH083F",0,0,"Bacteria","Lung"
"1035","M2201APHXSH083F",0,0,"DNA virus","Lung"
"1036","M2201APHXSH083F",0,1,"Eukaryote","Lung"
"1037","M2201APHXSH084C",0,0,"DNA virus","Gut"
"1038","M2201APHXSH084C",0,0,"Bacteria","Gut"
"1039","M2201APHXSH084C",0,0,"Eukaryote","Gut"
"1040","M2201APHXSH084C",0.135564345069875,2,"RNA virus","Gut"
"1041","M2201APHXSH084F",0,0,"DNA virus","Lung"
"1042","M2201APHXSH084F",0,0,"Bacteria","Lung"
"1043","M2201APHXSH084F",0,0,"Eukaryote","Lung"
"1044","M2201APHXSH084F",0.606883201765676,2,"RNA virus","Lung"
"1045","M2201APHXSH084P",0,0,"Bacteria","Spleen"
"1046","M2201APHXSH084P",0,0,"DNA virus","Spleen"
"1047","M2201APHXSH084P",0,0,"Eukaryote","Spleen"
"1048","M2201APHXSH084P",0.636858772085256,2,"RNA virus","Spleen"
"1049","M2201APHXSH085FX100",0,0,"Bacteria","Lung"
"1050","M2201APHXSH085FX100",0,0,"RNA virus","Lung"
"1051","M2201APHXSH085FX100",0,1,"DNA virus","Lung"
"1052","M2201APHXSH085FX100",0,0,"Eukaryote","Lung"
"1053","M2201APHXSH085P",0,1,"Bacteria","Spleen"
"1054","M2201APHXSH085P",0,0,"DNA virus","Spleen"
"1055","M2201APHXSH085P",0,0,"Eukaryote","Spleen"
"1056","M2201APHXSH085P",0,0,"RNA virus","Spleen"
"1057","M2201APHXSH086C",0,0,"DNA virus","Gut"
"1058","M2201APHXSH086C",0,0,"Bacteria","Gut"
"1059","M2201APHXSH086C",0,1,"Eukaryote","Gut"
"1060","M2201APHXSH086C",0,0,"RNA virus","Gut"
"1061","M2201APHXSW107C",0,0,"Bacteria","Gut"
"1062","M2201APHXSW107C",0,0,"DNA virus","Gut"
"1063","M2201APHXSW107C",0,1,"Eukaryote","Gut"
"1064","M2201APHXSW107C",0,0,"RNA virus","Gut"
"1065","M2201APHXSW107P",0,0,"Eukaryote","Spleen"
"1066","M2201APHXSW107P",0,0,"DNA virus","Spleen"
"1067","M2201APHXSW107P",0,0,"RNA virus","Spleen"
"1068","M2201APHXSW107P",0,0,"Bacteria","Spleen"
"1069","M2201APXTSW108P",0,0,"Eukaryote","Spleen"
"1070","M2201APXTSW108P",0,0,"Bacteria","Spleen"
"1071","M2201APXTSW108P",0,0,"RNA virus","Spleen"
"1072","M2201APXTSW108P",0,1,"DNA virus","Spleen"
"1073","M2201APXTSW109P",0,0,"Bacteria","Spleen"
"1074","M2201APXTSW109P",0,0,"RNA virus","Spleen"
"1075","M2201APXTSW109P",0,1,"DNA virus","Spleen"
"1076","M2201APXTSW109P",0,0,"Eukaryote","Spleen"
"1077","M2201APXTSW111F",0,1,"DNA virus","Lung"
"1078","M2201APXTSW111F",0,0,"Eukaryote","Lung"
"1079","M2201APXTSW111F",0,0,"Bacteria","Lung"
"1080","M2201APXTSW111F",0,0,"RNA virus","Lung"
"1081","M2201APXTSW112C",0,0,"DNA virus","Gut"
"1082","M2201APXTSW112C",0,0,"Eukaryote","Gut"
"1083","M2201APXTSW112C",0,0,"Bacteria","Gut"
"1084","M2201APXTSW112C",0,1,"RNA virus","Gut"
"1085","M2201APXTSW112FX100",0,0,"Eukaryote","Lung"
"1086","M2201APXTSW112FX100",0,1,"DNA virus","Lung"
"1087","M2201APXTSW112FX100",0,0,"Bacteria","Lung"
"1088","M2201APXTSW112FX100",0,0,"RNA virus","Lung"
"1089","M2201APXTSW112P",0,0,"Bacteria","Spleen"
"1090","M2201APXTSW112P",0,0,"RNA virus","Spleen"
"1091","M2201APXTSW112P",0,0,"Eukaryote","Spleen"
"1092","M2201APXTSW112P",0,1,"DNA virus","Spleen"
"1093","M2201APXTSW113C",0,0,"RNA virus","Gut"
"1094","M2201APXTSW113C",0,0,"Eukaryote","Gut"
"1095","M2201APXTSW113C",0,0,"DNA virus","Gut"
"1096","M2201APXTSW113C",0,0,"Bacteria","Gut"
"1097","M2201APXTSW113FBRX100",0,0,"RNA virus","Lung"
"1098","M2201APXTSW113FBRX100",0,1,"DNA virus","Lung"
"1099","M2201APXTSW113FBRX100",0,0,"Bacteria","Lung"
"1100","M2201APXTSW113FBRX100",0,0,"Eukaryote","Lung"
"1101","M2201APXTSW114C",0,0,"RNA virus","Gut"
"1102","M2201APXTSW114C",0,0,"DNA virus","Gut"
"1103","M2201APXTSW114C",0,0,"Bacteria","Gut"
"1104","M2201APXTSW114C",0,0,"Eukaryote","Gut"
"1105","M2201APXTSW114P",0,1,"DNA virus","Spleen"
"1106","M2201APXTSW114P",0,0,"Bacteria","Spleen"
"1107","M2201APXTSW114P",0,0,"Eukaryote","Spleen"
"1108","M2201APXTSW114P",0,0,"RNA virus","Spleen"
"1109","M2201ZJBCSW153C",0,0,"Bacteria","Gut"
"1110","M2201ZJBCSW153C",0,0,"Eukaryote","Gut"
"1111","M2201ZJBCSW153C",0,0,"RNA virus","Gut"
"1112","M2201ZJBCSW153C",0,0,"DNA virus","Gut"
"1113","M2201ZJBCSW153F",0,1,"RNA virus","Lung"
"1114","M2201ZJBCSW153F",0,0,"DNA virus","Lung"
"1115","M2201ZJBCSW153F",0,0,"Bacteria","Lung"
"1116","M2201ZJBCSW153F",0,1,"Eukaryote","Lung"
"1117","M2201ZJBCSW154CRE",0,0,"RNA virus","Gut"
"1118","M2201ZJBCSW154CRE",0,1,"DNA virus","Gut"
"1119","M2201ZJBCSW154CRE",0,0,"Bacteria","Gut"
"1120","M2201ZJBCSW154CRE",0,0,"Eukaryote","Gut"
"1121","M2201ZJBCSW154F",0,0,"DNA virus","Lung"
"1122","M2201ZJBCSW154F",0,0,"Bacteria","Lung"
"1123","M2201ZJBCSW154F",0,0,"Eukaryote","Lung"
"1124","M2201ZJBCSW154F",0.1823976303308,2,"RNA virus","Lung"
"1125","M2201ZJBCSW154P",0,1,"DNA virus","Spleen"
"1126","M2201ZJBCSW154P",0,0,"Bacteria","Spleen"
"1127","M2201ZJBCSW154P",0,0,"Eukaryote","Spleen"
"1128","M2201ZJBCSW154P",0,0,"RNA virus","Spleen"
"1129","M2201ZJBCSW155F",0,1,"Eukaryote","Lung"
"1130","M2201ZJBCSW155F",0,1,"RNA virus","Lung"
"1131","M2201ZJBCSW155F",0,0,"Bacteria","Lung"
"1132","M2201ZJBCSW155F",0,0,"DNA virus","Lung"
"1133","M2201ZJBCSW155P",0,1,"RNA virus","Spleen"
"1134","M2201ZJBCSW155P",0,0,"DNA virus","Spleen"
"1135","M2201ZJBCSW155P",0,0,"Bacteria","Spleen"
"1136","M2201ZJBCSW155P",0,0,"Eukaryote","Spleen"
"1137","M2201ZJBCSW156C",0,0,"DNA virus","Gut"
"1138","M2201ZJBCSW156C",0,1,"RNA virus","Gut"
"1139","M2201ZJBCSW156C",0,0,"Bacteria","Gut"
"1140","M2201ZJBCSW156C",0,1,"Eukaryote","Gut"
"1141","M2201ZJBCSW156F",0,0,"Bacteria","Lung"
"1142","M2201ZJBCSW156F",0,1,"Eukaryote","Lung"
"1143","M2201ZJBCSW156F",0.0357125769265428,2,"RNA virus","Lung"
"1144","M2201ZJBCSW156F",0,0,"DNA virus","Lung"
"1145","M2201ZJBCSW156P",0,0,"Bacteria","Spleen"
"1146","M2201ZJBCSW156P",0,0,"Eukaryote","Spleen"
"1147","M2201ZJBCSW156P",0,1,"RNA virus","Spleen"
"1148","M2201ZJBCSW156P",0,0,"DNA virus","Spleen"
"1149","M2201ZJBCSW157F",0,0,"Eukaryote","Lung"
"1150","M2201ZJBCSW157F",0,1,"RNA virus","Lung"
"1151","M2201ZJBCSW157F",0,0,"DNA virus","Lung"
"1152","M2201ZJBCSW157F",0,0,"Bacteria","Lung"
"1153","M2201ZJBCSW157P",0,1,"RNA virus","Spleen"
"1154","M2201ZJBCSW157P",0,0,"DNA virus","Spleen"
"1155","M2201ZJBCSW157P",0,0,"Bacteria","Spleen"
"1156","M2201ZJBCSW157P",0,0,"Eukaryote","Spleen"
"1157","M2201ZJBCSW159F",0,0,"DNA virus","Lung"
"1158","M2201ZJBCSW159F",0,1,"RNA virus","Lung"
"1159","M2201ZJBCSW159F",0,0,"Bacteria","Lung"
"1160","M2201ZJBCSW159F",0,1,"Eukaryote","Lung"
"1161","M2201ZJBCSW159P",0,1,"DNA virus","Spleen"
"1162","M2201ZJBCSW159P",0,0,"Eukaryote","Spleen"
"1163","M2201ZJBCSW159P",0,1,"RNA virus","Spleen"
"1164","M2201ZJBCSW159P",0,0,"Bacteria","Spleen"
"1165","M2201ZJCQJH171NPRE",0,1,"DNA virus","Spleen"
"1166","M2201ZJCQJH171NPRE",0,0,"RNA virus","Spleen"
"1167","M2201ZJCQJH171NPRE",0,0,"Bacteria","Spleen"
"1168","M2201ZJCQJH171NPRE",0,0,"Eukaryote","Spleen"
"1169","M2201ZJHJSH173P",0,0,"Bacteria","Spleen"
"1170","M2201ZJHJSH173P",0,1,"DNA virus","Spleen"
"1171","M2201ZJHJSH173P",0,0,"Eukaryote","Spleen"
"1172","M2201ZJHJSH173P",0,0,"RNA virus","Spleen"
"1173","M2201ZJHJSH174F",0.113719769324062,2,"Eukaryote","Lung"
"1174","M2201ZJHJSH174F",0,0,"DNA virus","Lung"
"1175","M2201ZJHJSH174F",0,1,"RNA virus","Lung"
"1176","M2201ZJHJSH174F",0,0,"Bacteria","Lung"
"1177","M2201ZJHJSH174P",0,0,"Eukaryote","Spleen"
"1178","M2201ZJHJSH174P",0,0,"RNA virus","Spleen"
"1179","M2201ZJHJSH174P",0,1,"DNA virus","Spleen"
"1180","M2201ZJHJSH174P",0,0,"Bacteria","Spleen"
"1181","M2201ZJHJSH175F",0,1,"DNA virus","Lung"
"1182","M2201ZJHJSH175F",0,0,"RNA virus","Lung"
"1183","M2201ZJHJSH175F",0,0,"Eukaryote","Lung"
"1184","M2201ZJHJSH175F",0,0,"Bacteria","Lung"
"1185","M2201ZJHJSH176F",0,0,"DNA virus","Lung"
"1186","M2201ZJHJSH176F",0,0,"Eukaryote","Lung"
"1187","M2201ZJHJSH176F",0,1,"RNA virus","Lung"
"1188","M2201ZJHJSH176F",0,0,"Bacteria","Lung"
"1189","M2201ZJHJSH176P",0,0,"DNA virus","Spleen"
"1190","M2201ZJHJSH176P",0,0,"Bacteria","Spleen"
"1191","M2201ZJHJSH176P",0,0,"Eukaryote","Spleen"
"1192","M2201ZJHJSH176P",0,0,"RNA virus","Spleen"
"1193","M2201ZJHJSH177F",0,0,"DNA virus","Lung"
"1194","M2201ZJHJSH177F",0,0,"RNA virus","Lung"
"1195","M2201ZJHJSH177F",0,0,"Bacteria","Lung"
"1196","M2201ZJHJSH177F",0,1,"Eukaryote","Lung"
"1197","M2201ZJHJSH177P",0,0,"DNA virus","Spleen"
"1198","M2201ZJHJSH177P",0,0,"RNA virus","Spleen"
"1199","M2201ZJHJSH177P",0,0,"Eukaryote","Spleen"
"1200","M2201ZJHJSH177P",0,0,"Bacteria","Spleen"
"1201","M2201ZJHJSH178C",0,0,"DNA virus","Gut"
"1202","M2201ZJHJSH178C",0,0,"Eukaryote","Gut"
"1203","M2201ZJHJSH178C",0,0,"Bacteria","Gut"
"1204","M2201ZJHJSH178C",0,1,"RNA virus","Gut"
"1205","M2201ZJHJSH178P",0,0,"DNA virus","Spleen"
"1206","M2201ZJHJSH178P",0,0,"Eukaryote","Spleen"
"1207","M2201ZJHJSH178P",0,0,"Bacteria","Spleen"
"1208","M2201ZJHJSH178P",0,1,"RNA virus","Spleen"
"1209","M2201ZJHJSH179C",0,0,"DNA virus","Gut"
"1210","M2201ZJHJSH179C",0,0,"Eukaryote","Gut"
"1211","M2201ZJHJSH179C",0,1,"RNA virus","Gut"
"1212","M2201ZJHJSH179C",0,0,"Bacteria","Gut"
"1213","M2201ZJHJSH179F",0,0,"Bacteria","Lung"
"1214","M2201ZJHJSH179F",0,0,"DNA virus","Lung"
"1215","M2201ZJHJSH179F",0,1,"RNA virus","Lung"
"1216","M2201ZJHJSH179F",0,0,"Eukaryote","Lung"
"1217","M2201ZJHMSW161C",0,0,"DNA virus","Gut"
"1218","M2201ZJHMSW161C",0,0,"RNA virus","Gut"
"1219","M2201ZJHMSW161C",0,1,"Eukaryote","Gut"
"1220","M2201ZJHMSW161C",0,0,"Bacteria","Gut"
"1221","M2201ZJHMSW161F",0,1,"Eukaryote","Lung"
"1222","M2201ZJHMSW161F",0,0,"DNA virus","Lung"
"1223","M2201ZJHMSW161F",0,0,"Bacteria","Lung"
"1224","M2201ZJHMSW161F",0,0,"RNA virus","Lung"
"1225","M2201ZJHMSW161P",0,0,"Bacteria","Spleen"
"1226","M2201ZJHMSW161P",0,0,"Eukaryote","Spleen"
"1227","M2201ZJHMSW161P",0,0,"RNA virus","Spleen"
"1228","M2201ZJHMSW161P",0,0,"DNA virus","Spleen"
"1229","M2201ZJHMSW162P",0,0,"Eukaryote","Spleen"
"1230","M2201ZJHMSW162P",0,0,"RNA virus","Spleen"
"1231","M2201ZJHMSW162P",0,0,"DNA virus","Spleen"
"1232","M2201ZJHMSW162P",0,0,"Bacteria","Spleen"
"1233","M2201ZJHMSW164C",0,1,"RNA virus","Gut"
"1234","M2201ZJHMSW164C",0,1,"DNA virus","Gut"
"1235","M2201ZJHMSW164C",0,0,"Bacteria","Gut"
"1236","M2201ZJHMSW164C",0,1,"Eukaryote","Gut"
"1237","M2201ZJHMSW164P",0,1,"DNA virus","Spleen"
"1238","M2201ZJHMSW164P",0,0,"Bacteria","Spleen"
"1239","M2201ZJHMSW164P",0,0,"RNA virus","Spleen"
"1240","M2201ZJHMSW164P",0,0,"Eukaryote","Spleen"
"1241","M2201ZJHMSW165P",0,0,"Bacteria","Spleen"
"1242","M2201ZJHMSW165P",0,0,"Eukaryote","Spleen"
"1243","M2201ZJHMSW165P",0,0,"DNA virus","Spleen"
"1244","M2201ZJHMSW165P",0,0,"RNA virus","Spleen"
"1245","M2201ZJHMSW166P",0,0,"DNA virus","Spleen"
"1246","M2201ZJHMSW166P",0,0,"RNA virus","Spleen"
"1247","M2201ZJHMSW166P",0,0,"Eukaryote","Spleen"
"1248","M2201ZJHMSW166P",0,0,"Bacteria","Spleen"
"1249","M2201ZJHMSW168F",0,1,"RNA virus","Lung"
"1250","M2201ZJHMSW168F",0,0,"Bacteria","Lung"
"1251","M2201ZJHMSW168F",0,0,"Eukaryote","Lung"
"1252","M2201ZJHMSW168F",0,0,"DNA virus","Lung"
"1253","M2201ZJHMSW168P",0,0,"Bacteria","Spleen"
"1254","M2201ZJHMSW168P",0,1,"DNA virus","Spleen"
"1255","M2201ZJHMSW168P",0,0,"Eukaryote","Spleen"
"1256","M2201ZJHMSW168P",0,0,"RNA virus","Spleen"
"1257","M2201ZJHMSW169F",0,1,"Bacteria","Lung"
"1258","M2201ZJHMSW169F",0,0,"DNA virus","Lung"
"1259","M2201ZJHMSW169F",0,0,"Eukaryote","Lung"
"1260","M2201ZJHMSW169F",0,0,"RNA virus","Lung"
"1261","M2201ZJHMSW170P",0,1,"DNA virus","Spleen"
"1262","M2201ZJHMSW170P",0,0,"Eukaryote","Spleen"
"1263","M2201ZJHMSW170P",0,0,"Bacteria","Spleen"
"1264","M2201ZJHMSW170P",0,1,"RNA virus","Spleen"
"1265","M2201ZJHXSH180C",0,1,"Eukaryote","Gut"
"1266","M2201ZJHXSH180C",0,0,"Bacteria","Gut"
"1267","M2201ZJHXSH180C",0,0,"DNA virus","Gut"
"1268","M2201ZJHXSH180C",0,0,"RNA virus","Gut"
"1269","M2201ZJHXSH180F",0,0,"DNA virus","Lung"
"1270","M2201ZJHXSH180F",0,0,"RNA virus","Lung"
"1271","M2201ZJHXSH180F",0,1,"Eukaryote","Lung"
"1272","M2201ZJHXSH180F",0,0,"Bacteria","Lung"
"1273","M2201ZJHXSH180P",0,0,"Eukaryote","Spleen"
"1274","M2201ZJHXSH180P",0,0,"RNA virus","Spleen"
"1275","M2201ZJHXSH180P",0,0,"Bacteria","Spleen"
"1276","M2201ZJHXSH180P",0,0,"DNA virus","Spleen"
"1277","M2201ZJHXSH181P",0,0,"RNA virus","Spleen"
"1278","M2201ZJHXSH181P",0,0,"DNA virus","Spleen"
"1279","M2201ZJHXSH181P",0,0,"Bacteria","Spleen"
"1280","M2201ZJHXSH181P",0,0,"Eukaryote","Spleen"
"1281","M2201ZJHXSH182F",0,0,"RNA virus","Lung"
"1282","M2201ZJHXSH182F",0,0,"Eukaryote","Lung"
"1283","M2201ZJHXSH182F",0,0,"Bacteria","Lung"
"1284","M2201ZJHXSH182F",0,1,"DNA virus","Lung"
"1285","M2201ZJHXSH182P",0,0,"RNA virus","Spleen"
"1286","M2201ZJHXSH182P",0,0,"Eukaryote","Spleen"
"1287","M2201ZJHXSH182P",0,0,"Bacteria","Spleen"
"1288","M2201ZJHXSH182P",0,0,"DNA virus","Spleen"
"1289","M2204APBCSW278F",0,1,"Eukaryote","Lung"
"1290","M2204APBCSW278F",0,0,"Bacteria","Lung"
"1291","M2204APBCSW278F",0,0,"DNA virus","Lung"
"1292","M2204APBCSW278F",0,1,"RNA virus","Lung"
"1293","M2204APBCSW278P",0,0,"Bacteria","Spleen"
"1294","M2204APBCSW278P",0,0,"DNA virus","Spleen"
"1295","M2204APBCSW278P",0,0,"Eukaryote","Spleen"
"1296","M2204APBCSW278P",0,1,"RNA virus","Spleen"
"1297","M2204APBCSW279F",0,1,"RNA virus","Lung"
"1298","M2204APBCSW279F",0,0,"DNA virus","Lung"
"1299","M2204APBCSW279F",0,0,"Bacteria","Lung"
"1300","M2204APBCSW279F",0,0,"Eukaryote","Lung"
"1301","M2204APBCSW279P",0,0,"Eukaryote","Spleen"
"1302","M2204APBCSW279P",0,1,"RNA virus","Spleen"
"1303","M2204APBCSW279P",0,0,"Bacteria","Spleen"
"1304","M2204APBCSW279P",0,0,"DNA virus","Spleen"
"1305","M2204APBCSW280C",0,0,"Eukaryote","Gut"
"1306","M2204APBCSW280C",0,0,"DNA virus","Gut"
"1307","M2204APBCSW280C",0,1,"RNA virus","Gut"
"1308","M2204APBCSW280C",0,0,"Bacteria","Gut"
"1309","M2204APBCSW280F",0,0,"DNA virus","Lung"
"1310","M2204APBCSW280F",0,0,"Bacteria","Lung"
"1311","M2204APBCSW280F",0,1,"RNA virus","Lung"
"1312","M2204APBCSW280F",0,1,"Eukaryote","Lung"
"1313","M2204APBCSW280P",0,0,"Bacteria","Spleen"
"1314","M2204APBCSW280P",0,0,"DNA virus","Spleen"
"1315","M2204APBCSW280P",0,1,"RNA virus","Spleen"
"1316","M2204APBCSW280P",0,0,"Eukaryote","Spleen"
"1317","M2204APBCSW282C",0,0,"RNA virus","Gut"
"1318","M2204APBCSW282C",0,0,"Eukaryote","Gut"
"1319","M2204APBCSW282C",0,0,"Bacteria","Gut"
"1320","M2204APBCSW282C",0,1,"DNA virus","Gut"
"1321","M2204APBCSW282F",0,0,"RNA virus","Lung"
"1322","M2204APBCSW282F",0,0,"Eukaryote","Lung"
"1323","M2204APBCSW282F",0,1,"DNA virus","Lung"
"1324","M2204APBCSW282F",0,1,"Bacteria","Lung"
"1325","M2204APBCSW282P",0,1,"DNA virus","Spleen"
"1326","M2204APBCSW282P",0,0,"Eukaryote","Spleen"
"1327","M2204APBCSW282P",0,0,"RNA virus","Spleen"
"1328","M2204APBCSW282P",0,0,"Bacteria","Spleen"
"1329","M2204APBCSW283P",0,0,"Bacteria","Spleen"
"1330","M2204APBCSW283P",0,1,"DNA virus","Spleen"
"1331","M2204APBCSW283P",0,0,"RNA virus","Spleen"
"1332","M2204APBCSW283P",0,0,"Eukaryote","Spleen"
"1333","M2204APBCSW284C",0,0,"Eukaryote","Gut"
"1334","M2204APBCSW284C",0,0,"DNA virus","Gut"
"1335","M2204APBCSW284C",0,1,"RNA virus","Gut"
"1336","M2204APBCSW284C",0,0,"Bacteria","Gut"
"1337","M2204APBCSW284F",0,1,"Eukaryote","Lung"
"1338","M2204APBCSW284F",0,1,"RNA virus","Lung"
"1339","M2204APBCSW284F",0,0,"DNA virus","Lung"
"1340","M2204APBCSW284F",0,0,"Bacteria","Lung"
"1341","M2204APBCSW284P",0,1,"RNA virus","Spleen"
"1342","M2204APBCSW284P",0,0,"DNA virus","Spleen"
"1343","M2204APBCSW284P",0,0,"Eukaryote","Spleen"
"1344","M2204APBCSW284P",0,0,"Bacteria","Spleen"
"1345","M2204APBCSW285C",0,0,"DNA virus","Gut"
"1346","M2204APBCSW285C",0,0,"Eukaryote","Gut"
"1347","M2204APBCSW285C",0,1,"RNA virus","Gut"
"1348","M2204APBCSW285C",0,0,"Bacteria","Gut"
"1349","M2204APBCSW285F",0,0,"DNA virus","Lung"
"1350","M2204APBCSW285F",0,1,"RNA virus","Lung"
"1351","M2204APBCSW285F",0,0,"Bacteria","Lung"
"1352","M2204APBCSW285F",0,0,"Eukaryote","Lung"
"1353","M2204APBCSW285P",0,0,"DNA virus","Spleen"
"1354","M2204APBCSW285P",0,1,"RNA virus","Spleen"
"1355","M2204APBCSW285P",0,0,"Bacteria","Spleen"
"1356","M2204APBCSW285P",0,0,"Eukaryote","Spleen"
"1357","M2204APBCSW286C",0,0,"DNA virus","Gut"
"1358","M2204APBCSW286C",0,0,"Eukaryote","Gut"
"1359","M2204APBCSW286C",1.03463458226803,3,"RNA virus","Gut"
"1360","M2204APBCSW286C",0,0,"Bacteria","Gut"
"1361","M2204APBCSW286P",0,0,"DNA virus","Spleen"
"1362","M2204APBCSW286P",0,0,"Eukaryote","Spleen"
"1363","M2204APBCSW286P",0.610699956881884,2,"RNA virus","Spleen"
"1364","M2204APBCSW286P",0,0,"Bacteria","Spleen"
"1365","M2204APBCSW287C",0,1,"DNA virus","Gut"
"1366","M2204APBCSW287C",0,0,"Eukaryote","Gut"
"1367","M2204APBCSW287C",0,0,"Bacteria","Gut"
"1368","M2204APBCSW287C",0,1,"RNA virus","Gut"
"1369","M2204APBCSW287F",0,1,"DNA virus","Lung"
"1370","M2204APBCSW287F",0,0,"Eukaryote","Lung"
"1371","M2204APBCSW287F",0,0,"RNA virus","Lung"
"1372","M2204APBCSW287F",0,0,"Bacteria","Lung"
"1373","M2204APBCSW287P",0,1,"DNA virus","Spleen"
"1374","M2204APBCSW287P",0,0,"Bacteria","Spleen"
"1375","M2204APBCSW287P",0,0,"Eukaryote","Spleen"
"1376","M2204APBCSW287P",0,0,"RNA virus","Spleen"
"1377","M2204APBCSW288F",0,0,"DNA virus","Lung"
"1378","M2204APBCSW288F",0,1,"RNA virus","Lung"
"1379","M2204APBCSW288F",0,0,"Bacteria","Lung"
"1380","M2204APBCSW288F",0,0,"Eukaryote","Lung"
"1381","M2204APBCSW288P",0,0,"Eukaryote","Spleen"
"1382","M2204APBCSW288P",0,1,"DNA virus","Spleen"
"1383","M2204APBCSW288P",0.688020696265559,2,"RNA virus","Spleen"
"1384","M2204APBCSW288P",0,0,"Bacteria","Spleen"
"1385","M2204APBCSW289F",0,0,"DNA virus","Lung"
"1386","M2204APBCSW289F",0,1,"Eukaryote","Lung"
"1387","M2204APBCSW289F",0,0,"Bacteria","Lung"
"1388","M2204APBCSW289F",0,0,"RNA virus","Lung"
"1389","M2204APBCSW289P",0,0,"Eukaryote","Spleen"
"1390","M2204APBCSW289P",0,0,"RNA virus","Spleen"
"1391","M2204APBCSW289P",0,0,"Bacteria","Spleen"
"1392","M2204APBCSW289P",0,0,"DNA virus","Spleen"
"1393","M2204APBCSW290C",0,1,"RNA virus","Gut"
"1394","M2204APBCSW290C",0,0,"Eukaryote","Gut"
"1395","M2204APBCSW290C",0,0,"Bacteria","Gut"
"1396","M2204APBCSW290C",0,0,"DNA virus","Gut"
"1397","M2204APBCSW291F",0,0,"Bacteria","Lung"
"1398","M2204APBCSW291F",0,1,"RNA virus","Lung"
"1399","M2204APBCSW291F",0,0,"DNA virus","Lung"
"1400","M2204APBCSW291F",0,1,"Eukaryote","Lung"
"1401","M2204APBCSW291P",0,0,"DNA virus","Spleen"
"1402","M2204APBCSW291P",0,1,"RNA virus","Spleen"
"1403","M2204APBCSW291P",0,0,"Eukaryote","Spleen"
"1404","M2204APBCSW291P",0,0,"Bacteria","Spleen"
"1405","M2204APBCSW292P",0,0,"Eukaryote","Spleen"
"1406","M2204APBCSW292P",0,0,"DNA virus","Spleen"
"1407","M2204APBCSW292P",0,0,"Bacteria","Spleen"
"1408","M2204APBCSW292P",0,0,"RNA virus","Spleen"
"1409","M2204APCQJH242C",0,0,"Bacteria","Gut"
"1410","M2204APCQJH242C",0,1,"Eukaryote","Gut"
"1411","M2204APCQJH242C",0,0,"RNA virus","Gut"
"1412","M2204APCQJH242C",0,0,"DNA virus","Gut"
"1413","M2204APCQJH242P",0,0,"Bacteria","Spleen"
"1414","M2204APCQJH242P",0,0,"RNA virus","Spleen"
"1415","M2204APCQJH242P",0,0,"DNA virus","Spleen"
"1416","M2204APCQJH242P",0,0,"Eukaryote","Spleen"
"1417","M2204APCQJH243C",0,0,"Bacteria","Gut"
"1418","M2204APCQJH243C",0,0,"DNA virus","Gut"
"1419","M2204APCQJH243C",0,0,"Eukaryote","Gut"
"1420","M2204APCQJH243C",0.236724134581146,2,"RNA virus","Gut"
"1421","M2204APCQJH243P",0,0,"DNA virus","Spleen"
"1422","M2204APCQJH243P",0,0,"Eukaryote","Spleen"
"1423","M2204APCQJH243P",0,0,"Bacteria","Spleen"
"1424","M2204APCQJH243P",0,0,"RNA virus","Spleen"
"1425","M2204APCQJH245P",0,0,"Eukaryote","Spleen"
"1426","M2204APCQJH245P",0,0,"DNA virus","Spleen"
"1427","M2204APCQJH245P",0,0,"Bacteria","Spleen"
"1428","M2204APCQJH245P",0,0,"RNA virus","Spleen"
