time,sp_effect,se,mean,bar
2021-Winter,-0.473667368,0.347920846742707,-0.473667368,0.681924859615706
2022-Autumn,0.537425708247509,0.245301789843739,0.537425708247509,0.480791508093729
2022-Spring,0.573012902969668,0.374988128674104,0.573012902969668,0.734976732201244
2022-Summer,2.08653785511929,1.18863820366018,2.08653785511929,2.32973087917396
2022-Winter,-1.103101082,0.503841704195686,-1.103101082,0.987529740223545
