"","Individual","Type","Richness"
"633","M2201ZJHJSH174","DNA Virus",1
"634","M2201ZJHJSH175","DNA Virus",1
"635","M2201ZJHJSH176","DNA Virus",0
"636","M2201ZJHJSH177","DNA Virus",0
"637","M2201ZJHJSH179","DNA Virus",0
"638","M2201ZJHMSW161","DNA Virus",0
"639","M2201ZJHMSW164","DNA Virus",2
"640","M2201ZJHMSW169","DNA Virus",0
"641","M2201ZJHMSW170","DNA Virus",1
"642","M2201ZJHXSH180","DNA Virus",0
"643","M2204APBCSW278","DNA Virus",0
"644","M2204APBCSW279","DNA Virus",0
"645","M2204APBCSW280","DNA Virus",0
"646","M2204APBCSW282","DNA Virus",1
"647","M2204APBCSW283","DNA Virus",1
"648","M2204APBCSW284","DNA Virus",0
"649","M2204APBCSW285","DNA Virus",0
"650","M2204APBCSW286","DNA Virus",0
"651","M2204APBCSW287","DNA Virus",1
"652","M2204APBCSW288","DNA Virus",1
"653","M2204APBCSW289","DNA Virus",0
"654","M2204APBCSW290","DNA Virus",0
"655","M2204APBCSW291","DNA Virus",0
"656","M2204APCQJH242","DNA Virus",0
"657","M2204APCQJH243","DNA Virus",0
"658","M2204APCQJH246","DNA Virus",0
"659","M2204APCQJH248","DNA Virus",1
"660","M2204APCQJH249","DNA Virus",0
"661","M2204APCQJH251","DNA Virus",1
"662","M2204APCQJH252","DNA Virus",0
"663","M2204APHJSH253","DNA Virus",1
"664","M2204APHJSH254","DNA Virus",0
"665","M2204APHJSH255","DNA Virus",2
"666","M2204APHJSH256","DNA Virus",0
"667","M2204APHJSH262","DNA Virus",1
"668","M2204APHJSH263","DNA Virus",2
"669","M2204APHJSH264","DNA Virus",0
"670","M2204APHMSW293","DNA Virus",0
"671","M2204APHMSW294","DNA Virus",0
"672","M2204APHMSW295","DNA Virus",1
"673","M2204APHMSW296","DNA Virus",2
"674","M2204APHMSW297","DNA Virus",0
"675","M2204APHXSH269","DNA Virus",0
"676","M2204APHXSH270","DNA Virus",0
"677","M2204APHXSH271","DNA Virus",1
"678","M2204APHXSH273","DNA Virus",1
"679","M2204APHXSH274","DNA Virus",1
"680","M2204APHXSH275","DNA Virus",1
"681","M2204APHXSH276","DNA Virus",1
"682","M2204APHXSH277","DNA Virus",1
"683","M2204APXTSW298","DNA Virus",0
"684","M2204ZJBCSW223","DNA Virus",1
"685","M2204ZJBCSW224","DNA Virus",2
"686","M2204ZJBCSW225","DNA Virus",0
"687","M2204ZJBCSW228","DNA Virus",1
"688","M2204ZJBCSW229","DNA Virus",1
"689","M2204ZJBCSW230","DNA Virus",0
"690","M2204ZJBCSW231","DNA Virus",0
"691","M2204ZJBCSW233","DNA Virus",1
"692","M2204ZJBCSW234","DNA Virus",1
"693","M2204ZJBCSW235","DNA Virus",1
"694","M2204ZJBCSW236","DNA Virus",0
"695","M2204ZJBCSW237","DNA Virus",1
"696","M2204ZJCQJH196","DNA Virus",0
"697","M2204ZJCQJH201","DNA Virus",1
"698","M2204ZJCQJH204","DNA Virus",0
"699","M2204ZJCQJH207","DNA Virus",1
"700","M2204ZJCQJH209","DNA Virus",0
"701","M2204ZJHJSH185","DNA Virus",0
"702","M2204ZJHJSW211","DNA Virus",0
"703","M2204ZJHMSW214","DNA Virus",1
"704","M2204ZJHMSW215","DNA Virus",2
"705","M2204ZJHMSW216","DNA Virus",1
"706","M2204ZJHMSW219","DNA Virus",1
"707","M2204ZJHMSW220","DNA Virus",1
"708","M2204ZJHMSW221","DNA Virus",0
"709","M2204ZJHMSW238","DNA Virus",1
"710","M2204ZJHMSW239","DNA Virus",1
"711","M2204ZJHMSW240","DNA Virus",1
"712","M2204ZJHXSH188","DNA Virus",0
"713","M2204ZJHXSH190","DNA Virus",1
"714","M2204ZJHXSH191","DNA Virus",1
"715","M2204ZJHXSH192","DNA Virus",1
"716","M2204ZJHXSH195","DNA Virus",1
"717","M2204ZJQMSW212","DNA Virus",0
"718","M2204ZJWDSW213","DNA Virus",2
"719","M2206APBCSW299","DNA Virus",0
"720","M2206APBCSW300","DNA Virus",0
"721","M2206APBCSW301","DNA Virus",0
"722","M2206APBCSW303","DNA Virus",0
"723","M2206APBCSW304","DNA Virus",0
"724","M2206APBCSW305","DNA Virus",0
"725","M2206APBCSW306","DNA Virus",0
"726","M2206APBCSW307","DNA Virus",0
"727","M2206APBCSW308","DNA Virus",0
"728","M2206APBCSW309","DNA Virus",0
"729","M2206APBCSW313","DNA Virus",0
"730","M2206APCQJH317","DNA Virus",0
"731","M2206APCQJH318","DNA Virus",0
"732","M2206APCQJH322","DNA Virus",0
"733","M2206APCQJH323","DNA Virus",0
"734","M2206APCQJH327","DNA Virus",0
"735","M2206APHJSH329","DNA Virus",0
"736","M2206APHJSH330","DNA Virus",0
"737","M2206APHJSH331","DNA Virus",0
"738","M2206APHJSH332","DNA Virus",0
"739","M2206APHJSH333","DNA Virus",0
"740","M2206APHJSH334","DNA Virus",0
"741","M2206APHJSH335","DNA Virus",0
"742","M2206APHJSH337","DNA Virus",1
"743","M2206APHXSH339","DNA Virus",0
"744","M2206APHXSH340","DNA Virus",0
"745","M2206APHXSH341","DNA Virus",0
"746","M2206ZJBCSW369","DNA Virus",0
"747","M2206ZJBCSW370","DNA Virus",0
"748","M2206ZJHJSH346","DNA Virus",0
"749","M2206ZJHJSH348","DNA Virus",0
"750","M2206ZJHJSH354","DNA Virus",0
"751","M2206ZJHJSH355","DNA Virus",0
"752","M2206ZJHJSH359","DNA Virus",1
"753","M2206ZJHJSH360","DNA Virus",0
"754","M2206ZJHXSH361","DNA Virus",1
"755","M2206ZJHXSH364","DNA Virus",1
"756","M2206ZJWDSW372","DNA Virus",1
"757","M2206ZJWDSW373","DNA Virus",1
"758","M2207APHJSH858","DNA Virus",0
"759","M2207APHJSH859","DNA Virus",0
"760","M2207ZJBCSH860","DNA Virus",1
"761","M2207ZJBCSH861","DNA Virus",1
"762","M2207ZJBCSW380","DNA Virus",1
"763","M2207ZJBCSW381","DNA Virus",0
"764","M2207ZJHJSW377","DNA Virus",0
"765","M2207ZJHMSW389","DNA Virus",0
"766","M2207ZJHMSW390","DNA Virus",1
"767","M2209HYCQJH526","DNA Virus",1
"768","M2209HYCQJH535","DNA Virus",1
"769","M2209HYCQJW510","DNA Virus",0
"770","M2209HYHJSH537","DNA Virus",1
"771","M2209HYHJSH538","DNA Virus",1
"772","M2209HYHJSH540","DNA Virus",0
"773","M2209HYHJSH541","DNA Virus",0
"774","M2209HYHJSH542","DNA Virus",2
"775","M2209HYHJSH543","DNA Virus",0
"776","M2209HYHMSW512","DNA Virus",0
"777","M2209HYHMSW513","DNA Virus",0
"778","M2209HYHXSH549","DNA Virus",0
"779","M2209HYHXSH550","DNA Virus",0
"780","M2209HYHXSH551","DNA Virus",1
"781","M2209HYHXSH553","DNA Virus",0
"782","M2209HYHXSH555","DNA Virus",0
"783","M2209HYHXSH556","DNA Virus",0
"784","M2209HYWDSW520","DNA Virus",1
"785","M2209JYCQJH558","DNA Virus",1
"786","M2209JYCQJH559","DNA Virus",0
"787","M2209JYHJSH566","DNA Virus",0
"788","M2209JYHJSH567","DNA Virus",0
"789","M2209JYHJSH568","DNA Virus",1
"790","M2209JYHJSH569","DNA Virus",1
"791","M2209JYHJSH570","DNA Virus",0
"792","M2209JYHJSH571","DNA Virus",1
"793","M2209JYHJSH574","DNA Virus",0
"794","M2209JYHJSH575","DNA Virus",0
"795","M2209JYHXSH562","DNA Virus",1
"796","M2209JYHXSH563","DNA Virus",1
"797","M2209JYHXSH564","DNA Virus",0
"798","M2210ZJBCSW409","DNA Virus",0
"799","M2210ZJBCSW410","DNA Virus",0
"800","M2210ZJBCSW411","DNA Virus",0
"801","M2210ZJBCSW420","DNA Virus",0
"802","M2210ZJBCSW421","DNA Virus",0
"803","M2210ZJBCSW422","DNA Virus",0
"804","M2210ZJBCSW423","DNA Virus",0
"805","M2210ZJHJSH399","DNA Virus",0
"806","M2210ZJHMSW427","DNA Virus",1
"807","M2210ZJHXSH405","DNA Virus",0
"808","M2211APBCSW494","DNA Virus",0
"809","M2211APBCSW495","DNA Virus",1
"810","M2211APBCSW496","DNA Virus",1
"811","M2211APBCSW497","DNA Virus",0
"812","M2211APBCSW498","DNA Virus",0
"813","M2211APBCSW499","DNA Virus",0
"814","M2211APBCSW500","DNA Virus",0
"815","M2211APBCSW501","DNA Virus",0
"816","M2211APBCSW502","DNA Virus",0
"817","M2211APBCSW503","DNA Virus",0
"818","M2211APBCSW504","DNA Virus",0
"819","M2211APBCSW505","DNA Virus",0
"820","M2211APBCSW507","DNA Virus",0
"821","M2211APBCSW508","DNA Virus",1
"822","M2211APCQJH458","DNA Virus",0
"823","M2211APCQJH463","DNA Virus",0
"824","M2211APCQJH467","DNA Virus",1
"825","M2211APCQJH469","DNA Virus",0
"826","M2211APHJSH470","DNA Virus",0
"827","M2211APHJSH471","DNA Virus",0
"828","M2211APHJSH474","DNA Virus",1
"829","M2211APHJSH477","DNA Virus",1
"830","M2211APHJSH478","DNA Virus",0
"831","M2211APHJSH479","DNA Virus",0
"832","M2211APHJSH480","DNA Virus",1
"833","M2211APHJSH481","DNA Virus",0
"834","M2211APHXSH482","DNA Virus",0
"835","M2211APHXSH483","DNA Virus",0
"836","M2211APHXSH484","DNA Virus",0
"837","M2211APHXSH487","DNA Virus",0
"838","M2211APHXSH490","DNA Virus",1
"839","M2211APHXSH491","DNA Virus",0
"840","M2211APHXSH492","DNA Virus",1
"841","M2211APHXSH493","DNA Virus",0
"842","M2211ZJBCSW436","DNA Virus",0
"843","M2211ZJBCSW437","DNA Virus",0
"844","M2211ZJBCSW438","DNA Virus",0
"845","M2211ZJBCSW439","DNA Virus",0
"846","M2211ZJCQJH446","DNA Virus",0
"847","M2211ZJCQJH447","DNA Virus",0
"848","M2211ZJCQJH457","DNA Virus",0
"849","M2211ZJHJSH444","DNA Virus",0
"850","M2211ZJHJSH445","DNA Virus",1
"851","M2211ZJHMSW433","DNA Virus",0
"852","M2211ZJHMSW434","DNA Virus",0
"853","M2211ZJHXSH449","DNA Virus",1
"854","M2211ZJHXSH451","DNA Virus",0
"855","M2211ZJHXSW431","DNA Virus",0
"856","M2211ZJHXSW432","DNA Virus",0
"857","M2212SGBCSW692","DNA Virus",1
"858","M2212SGBCSW693","DNA Virus",0
"859","M2212SGBCSW694","DNA Virus",1
"860","M2212SGBCSW695","DNA Virus",0
"861","M2212SGBCSW699","DNA Virus",0
"862","M2212SGBCSW700","DNA Virus",0
"863","M2212SGBCSW701","DNA Virus",0
"864","M2212SGBCSW702","DNA Virus",0
"865","M2212SGBCSW704","DNA Virus",0
"866","M2212SGCQJH661","DNA Virus",0
"867","M2212SGHJSH671","DNA Virus",0
"868","M2212SGHJSH672","DNA Virus",1
"869","M2212SGHJSH677","DNA Virus",1
"870","M2212SGHJSH678","DNA Virus",0
"871","M2212SGHJSH680","DNA Virus",1
"872","M2212SGHJSH681","DNA Virus",0
"873","M2212SGHJSH682","DNA Virus",1
"874","M2212SGHJSH683","DNA Virus",0
"875","M2212SGHJSH684","DNA Virus",0
"876","M2212SGHJSH685","DNA Virus",0
"877","M2212SGHMSW706","DNA Virus",0
"878","M2212SGHMSW707","DNA Virus",0
"879","M2212SGHMSW708","DNA Virus",0
"880","M2212SGHMSW711","DNA Virus",0
"881","M2212SGHMSW714","DNA Virus",0
"882","M2212SGHMSW715","DNA Virus",0
"883","M2212SGHMSW716","DNA Virus",0
"884","M2212SGHMSW717","DNA Virus",1
"885","M2212SGHMSW719","DNA Virus",1
"886","M2212SGHMSW720","DNA Virus",0
"887","M2212SGHXSH662","DNA Virus",0
"888","M2212SGHXSH663","DNA Virus",0
"889","M2212SGHXSH664","DNA Virus",1
"890","M2212SGHXSH667","DNA Virus",0
"891","M2212SGHXSH668","DNA Virus",0
"892","M2212SSBCSW622","DNA Virus",0
"893","M2212SSHJSH636","DNA Virus",0
"894","M2212SSHJSH638","DNA Virus",0
"895","M2212SSHJSH640","DNA Virus",0
"896","M2212SSHJSH641","DNA Virus",0
"897","M2212SSHJSH643","DNA Virus",0
"898","M2212SSHXSH649","DNA Virus",0
"899","M2212SSHXSH650","DNA Virus",0
"900","M2212SSHXSH654","DNA Virus",1
"901","M2212SSHXSH656","DNA Virus",0
"902","M2212SSHXSH659","DNA Virus",1
"903","M2212SSHXSH660","DNA Virus",0
"904","M2212SZHJSH754","DNA Virus",0
"905","M2212SZHJSH755","DNA Virus",0
"906","M2212SZHJSH756","DNA Virus",0
"907","M2212SZHJSH757","DNA Virus",0
"908","M2212SZHJSH758","DNA Virus",1
"909","M2212SZHJSH759","DNA Virus",0
"910","M2212SZHJSH760","DNA Virus",1
"911","M2212SZHJSH761","DNA Virus",0
"912","M2212SZHJSH762","DNA Virus",1
"913","M2212SZHJSH763","DNA Virus",1
"914","M2212SZHJSH764","DNA Virus",1
"915","M2212SZHJSH765","DNA Virus",0
"916","M2212SZHJSH766","DNA Virus",2
"917","M2212SZHJSH768","DNA Virus",0
"918","M2212SZHJSH769","DNA Virus",1
"919","M2212SZHJSH770","DNA Virus",1
"920","M2212SZHJSH852","DNA Virus",1
"921","M2212SZHMSW724","DNA Virus",0
"922","M2212SZHMSW725","DNA Virus",0
"923","M2212SZHMSW726","DNA Virus",1
"924","M2212SZHMSW727","DNA Virus",0
"925","M2212SZHMSW728","DNA Virus",0
"926","M2212SZHMSW730","DNA Virus",0
"927","M2212SZHXSH739","DNA Virus",0
"928","M2212SZHXSH741","DNA Virus",0
"929","M2212SZHXSH743","DNA Virus",1
"930","M2212SZHXSH744","DNA Virus",0
"931","M2212SZHXSH745","DNA Virus",0
"932","M2212SZHXSH746","DNA Virus",0
"933","M2212SZHXSH747","DNA Virus",0
"934","M2212SZHXSH748","DNA Virus",2
"935","M2212SZHXSH751","DNA Virus",0
"936","M2212SZHXSH753","DNA Virus",1
"937","M2212SZWDSW731","DNA Virus",1
"938","M2212SZWDSW734","DNA Virus",0
"939","M2212SZWDSW735","DNA Virus",0
"940","M2212SZWDSW737","DNA Virus",1
"941","M2212SZXTSW738","DNA Virus",1
"942","M2212YFBCSH582","DNA Virus",0
"943","M2212YFBCSW593","DNA Virus",0
"944","M2212YFBCSW595","DNA Virus",1
"945","M2212YFHMSW600","DNA Virus",1
"946","M2212YFShSW588","DNA Virus",0
"947","M2212YFShSW589","DNA Virus",0
"948","M2212YFWDSW606","DNA Virus",1
"949","M2212YFWDSW607","DNA Virus",2
"950","M2212YFWDSW609","DNA Virus",1
"951","M2212YFWDSW614","DNA Virus",1
"952","M2212YFWDSW615","DNA Virus",2
"953","M2212YFWDSW616","DNA Virus",1
"954","M2212YFWDSW617","DNA Virus",2
"955","M2212YFWDSW619","DNA Virus",2
"956","M2212YFWDSW620","DNA Virus",1
"957","M2301APBCSW796","DNA Virus",1
"958","M2301APBCSW797","DNA Virus",1
"959","M2301APBCSW799","DNA Virus",1
"960","M2301APBCSW800","DNA Virus",0
"961","M2301APBCSW802","DNA Virus",0
"962","M2301APBCSW803","DNA Virus",1
"963","M2301APBCSW804","DNA Virus",1
"964","M2301APBCSW805","DNA Virus",1
"965","M2301APBCSW807","DNA Virus",3
"966","M2301APBCSW808","DNA Virus",1
"967","M2301APBCSW810","DNA Virus",0
"968","M2301APHJSH781","DNA Virus",1
"969","M2301APHJSH782","DNA Virus",0
"970","M2301APHJSH784","DNA Virus",1
"971","M2301APHJSH785","DNA Virus",1
"972","M2301APHJSH787","DNA Virus",0
"973","M2301APHJSH788","DNA Virus",1
"974","M2301APHJSH790","DNA Virus",0
"975","M2301APHJSH792","DNA Virus",1
"976","M2301APHJSH793","DNA Virus",0
"977","M2301APHJSH794","DNA Virus",2
"978","M2301APHJSH795","DNA Virus",1
"979","M2301APHXSH774","DNA Virus",0
"980","M2301APHXSH777","DNA Virus",0
"981","M2301APHXSW779","DNA Virus",0
"982","M2301ZJBCSW814","DNA Virus",1
"983","M2301ZJBCSW815","DNA Virus",0
"984","M2301ZJBCSW816","DNA Virus",2
"985","M2301ZJBCSW817","DNA Virus",0
"986","M2301ZJBCSW818","DNA Virus",0
"987","M2301ZJBCSW821","DNA Virus",0
"988","M2301ZJCQJH811","DNA Virus",0
"989","M2301ZJCQJH812","DNA Virus",1
"990","M2301ZJHJSH843","DNA Virus",0
"991","M2301ZJHJSH845","DNA Virus",1
"992","M2301ZJHJSH846","DNA Virus",0
"993","M2301ZJHJSH847","DNA Virus",0
"994","M2301ZJHJSH848","DNA Virus",1
"995","M2301ZJHJSH851","DNA Virus",1
"996","M2301ZJHMSW823","DNA Virus",0
"997","M2301ZJHMSW826","DNA Virus",0
"998","M2301ZJHMSW831","DNA Virus",0
"999","M2301ZJHMSW854","DNA Virus",0
"1000","M2301ZJHXSH832","DNA Virus",0
"1001","M2301ZJHXSH833","DNA Virus",0
"1002","M2301ZJHXSH834","DNA Virus",0
"1003","M2301ZJHXSH835","DNA Virus",2
"1004","M2301ZJHXSH836","DNA Virus",1
"1005","M2301ZJHXSH838","DNA Virus",0
"1006","M2301ZJHXSH839","DNA Virus",0
"1007","M2112DBH02","Eukaryote",0
"1008","M2112DBH04","Eukaryote",0
"1009","M2112DBH06","Eukaryote",0
"1010","M2112DBH07","Eukaryote",1
"1011","M2112DBH08","Eukaryote",1
"1012","M2112DBH10","Eukaryote",0
"1013","M2112DBH11","Eukaryote",1
"1014","M2112DBH14","Eukaryote",0
"1015","M2112DBH15","Eukaryote",0
"1016","M2112DBH16","Eukaryote",1
"1017","M2112DBH17","Eukaryote",4
"1018","M2112DBH18","Eukaryote",1
"1019","M2112DBH19","Eukaryote",2
"1020","M2112DBH20","Eukaryote",1
"1021","M2112DBH22","Eukaryote",1
"1022","M2112DBH23","Eukaryote",0
"1023","M2112DBH24","Eukaryote",1
"1024","M2112DBH25","Eukaryote",1
"1025","M2112DBH26","Eukaryote",1
"1026","M2112DBH27","Eukaryote",1
"1027","M2112DBH28","Eukaryote",1
"1028","M2112DBH30","Eukaryote",2
"1029","M2112DBH31","Eukaryote",1
"1030","M2112DBH32","Eukaryote",0
"1031","M2112DBH33","Eukaryote",2
"1032","M2112DBH34","Eukaryote",0
"1033","M2112DBH35","Eukaryote",0
"1034","M2112DBH36","Eukaryote",2
"1035","M2112DBH37","Eukaryote",0
"1036","M2112DBH38","Eukaryote",1
"1037","M2112DBH39","Eukaryote",1
"1038","M2112DBH40","Eukaryote",1
"1039","M2112DBH41","Eukaryote",0
"1040","M2112DBH42","Eukaryote",0
"1041","M2112DBH43","Eukaryote",0
"1042","M2112DBH44","Eukaryote",1
"1043","M2112DBH45","Eukaryote",2
"1044","M2112DBH46","Eukaryote",0
"1045","M2112DBH47","Eukaryote",4
"1046","M2112DBH48","Eukaryote",5
"1047","M2112DBH49","Eukaryote",3
"1048","M2112DBH50","Eukaryote",0
"1049","M2112DBH51","Eukaryote",5
"1050","M2112DBH52","Eukaryote",0
"1051","M2112DBH53","Eukaryote",0
"1052","M2112DBH54","Eukaryote",5
"1053","M2112DBH55","Eukaryote",2
"1054","M2112DBH56","Eukaryote",2
"1055","M2112DBH57","Eukaryote",1
"1056","M2112DBH58","Eukaryote",1
"1057","M2112DBH60","Eukaryote",1
"1058","M2112DBH62","Eukaryote",0
"1059","M2112DBH63","Eukaryote",0
"1060","M2112ZJBCSW120","Eukaryote",0
"1061","M2112ZJBCSW121","Eukaryote",0
"1062","M2112ZJBCSW122","Eukaryote",1
"1063","M2112ZJBCSW124","Eukaryote",0
"1064","M2112ZJCQJH149","Eukaryote",0
"1065","M2112ZJCQJH151","Eukaryote",1
"1066","M2112ZJHJSH129","Eukaryote",0
"1067","M2112ZJHJSH130","Eukaryote",0
"1068","M2112ZJHJSH131","Eukaryote",0
"1069","M2112ZJHJSH132","Eukaryote",0
"1070","M2112ZJHJSH133","Eukaryote",0
"1071","M2112ZJHJSH135","Eukaryote",0
"1072","M2112ZJHJSH136","Eukaryote",1
"1073","M2112ZJHJSW114","Eukaryote",0
"1074","M2112ZJHJSW115","Eukaryote",0
"1075","M2112ZJHMSW126","Eukaryote",1
"1076","M2112ZJHMSW127","Eukaryote",0
"1077","M2112ZJHXSH137","Eukaryote",0
"1078","M2112ZJHXSH138","Eukaryote",2
"1079","M2112ZJHXSH143","Eukaryote",1
"1080","M2112ZJHXSH144","Eukaryote",1
"1081","M2112ZJHXSH145","Eukaryote",0
"1082","M2112ZJHXSH147","Eukaryote",0
"1083","M2112ZJHXSH148","Eukaryote",1
"1084","M2112ZJWDSW117","Eukaryote",0
"1085","M2112ZJWDSW118","Eukaryote",4
"1086","M2201APBCSW090","Eukaryote",1
"1087","M2201APBCSW091","Eukaryote",2
"1088","M2201APBCSW092","Eukaryote",2
"1089","M2201APBCSW093","Eukaryote",0
"1090","M2201APBCSW094","Eukaryote",1
"1091","M2201APBCSW095","Eukaryote",0
"1092","M2201APBCSW096","Eukaryote",1
"1093","M2201APBCSW097","Eukaryote",0
"1094","M2201APBCSW098","Eukaryote",1
"1095","M2201APBCSW100","Eukaryote",0
"1096","M2201APBCSW102","Eukaryote",1
"1097","M2201APBCSW103","Eukaryote",0
"1098","M2201APCQJH064","Eukaryote",0
"1099","M2201APCQJH065","Eukaryote",0
"1100","M2201APCQJH066","Eukaryote",0
"1101","M2201APCQJH067","Eukaryote",0
"1102","M2201APCQJH068","Eukaryote",1
"1103","M2201APCQJH069","Eukaryote",0
"1104","M2201APCQJH072","Eukaryote",2
"1105","M2201APCQJH073","Eukaryote",1
"1106","M2201APCQJH075","Eukaryote",1
"1107","M2201APCQJH076","Eukaryote",0
"1108","M2201APCQJH077","Eukaryote",0
"1109","M2201APCQJH078","Eukaryote",1
"1110","M2201APHJSH089","Eukaryote",1
"1111","M2201APHMSW106","Eukaryote",0
"1112","M2201APHWSW105","Eukaryote",1
"1113","M2201APHXSH079","Eukaryote",1
"1114","M2201APHXSH080","Eukaryote",0
"1115","M2201APHXSH081","Eukaryote",0
"1116","M2201APHXSH082","Eukaryote",0
"1117","M2201APHXSH083","Eukaryote",1
"1118","M2201APHXSH084","Eukaryote",0
"1119","M2201APHXSH085","Eukaryote",0
"1120","M2201APHXSH086","Eukaryote",1
"1121","M2201APHXSW107","Eukaryote",1
"1122","M2201APXTSW108","Eukaryote",0
"1123","M2201APXTSW109","Eukaryote",0
"1124","M2201APXTSW111","Eukaryote",0
"1125","M2201APXTSW112","Eukaryote",0
"1126","M2201APXTSW113","Eukaryote",0
"1127","M2201APXTSW114","Eukaryote",0
"1128","M2201ZJBCSW153","Eukaryote",1
"1129","M2201ZJBCSW154","Eukaryote",0
"1130","M2201ZJBCSW155","Eukaryote",1
"1131","M2201ZJBCSW156","Eukaryote",2
"1132","M2201ZJBCSW157","Eukaryote",0
"1133","M2201ZJBCSW159","Eukaryote",1
"1134","M2201ZJCQJH171","Eukaryote",0
"1135","M2201ZJHJSH173","Eukaryote",0
"1136","M2201ZJHJSH174","Eukaryote",2
"1137","M2201ZJHJSH175","Eukaryote",0
"1138","M2201ZJHJSH176","Eukaryote",0
"1139","M2201ZJHJSH177","Eukaryote",1
"1140","M2201ZJHJSH179","Eukaryote",0
"1141","M2201ZJHMSW161","Eukaryote",2
"1142","M2201ZJHMSW164","Eukaryote",1
"1143","M2201ZJHMSW169","Eukaryote",0
"1144","M2201ZJHMSW170","Eukaryote",0
"1145","M2201ZJHXSH180","Eukaryote",2
"1146","M2204APBCSW278","Eukaryote",1
"1147","M2204APBCSW279","Eukaryote",0
"1148","M2204APBCSW280","Eukaryote",1
"1149","M2204APBCSW282","Eukaryote",0
"1150","M2204APBCSW283","Eukaryote",0
"1151","M2204APBCSW284","Eukaryote",1
"1152","M2204APBCSW285","Eukaryote",0
"1153","M2204APBCSW286","Eukaryote",0
"1154","M2204APBCSW287","Eukaryote",0
"1155","M2204APBCSW288","Eukaryote",0
"1156","M2204APBCSW289","Eukaryote",1
"1157","M2204APBCSW290","Eukaryote",0
"1158","M2204APBCSW291","Eukaryote",1
"1159","M2204APCQJH242","Eukaryote",1
"1160","M2204APCQJH243","Eukaryote",0
"1161","M2204APCQJH246","Eukaryote",0
"1162","M2204APCQJH248","Eukaryote",0
"1163","M2204APCQJH249","Eukaryote",0
"1164","M2204APCQJH251","Eukaryote",0
"1165","M2204APCQJH252","Eukaryote",0
"1166","M2204APHJSH253","Eukaryote",1
"1167","M2204APHJSH254","Eukaryote",1
"1168","M2204APHJSH255","Eukaryote",1
"1169","M2204APHJSH256","Eukaryote",2
"1170","M2204APHJSH262","Eukaryote",1
"1171","M2204APHJSH263","Eukaryote",0
"1172","M2204APHJSH264","Eukaryote",0
"1173","M2204APHMSW293","Eukaryote",0
"1174","M2204APHMSW294","Eukaryote",5
"1175","M2204APHMSW295","Eukaryote",1
"1176","M2204APHMSW296","Eukaryote",1
"1177","M2204APHMSW297","Eukaryote",0
"1178","M2204APHXSH269","Eukaryote",1
"1179","M2204APHXSH270","Eukaryote",0
"1180","M2204APHXSH271","Eukaryote",0
"1181","M2204APHXSH273","Eukaryote",0
"1182","M2204APHXSH274","Eukaryote",0
"1183","M2204APHXSH275","Eukaryote",0
"1184","M2204APHXSH276","Eukaryote",0
"1185","M2204APHXSH277","Eukaryote",1
"1186","M2204APXTSW298","Eukaryote",0
"1187","M2204ZJBCSW223","Eukaryote",0
"1188","M2204ZJBCSW224","Eukaryote",0
"1189","M2204ZJBCSW225","Eukaryote",0
"1190","M2204ZJBCSW228","Eukaryote",1
"1191","M2204ZJBCSW229","Eukaryote",2
"1192","M2204ZJBCSW230","Eukaryote",1
"1193","M2204ZJBCSW231","Eukaryote",0
"1194","M2204ZJBCSW233","Eukaryote",0
"1195","M2204ZJBCSW234","Eukaryote",1
"1196","M2204ZJBCSW235","Eukaryote",0
"1197","M2204ZJBCSW236","Eukaryote",0
"1198","M2204ZJBCSW237","Eukaryote",0
"1199","M2204ZJCQJH196","Eukaryote",0
"1200","M2204ZJCQJH201","Eukaryote",0
"1201","M2204ZJCQJH204","Eukaryote",0
"1202","M2204ZJCQJH207","Eukaryote",1
"1203","M2204ZJCQJH209","Eukaryote",0
"1204","M2204ZJHJSH185","Eukaryote",1
"1205","M2204ZJHJSW211","Eukaryote",0
"1206","M2204ZJHMSW214","Eukaryote",1
"1207","M2204ZJHMSW215","Eukaryote",0
"1208","M2204ZJHMSW216","Eukaryote",0
"1209","M2204ZJHMSW219","Eukaryote",0
"1210","M2204ZJHMSW220","Eukaryote",0
"1211","M2204ZJHMSW221","Eukaryote",2
"1212","M2204ZJHMSW238","Eukaryote",0
"1213","M2204ZJHMSW239","Eukaryote",0
"1214","M2204ZJHMSW240","Eukaryote",1
"1215","M2204ZJHXSH188","Eukaryote",1
"1216","M2204ZJHXSH190","Eukaryote",0
"1217","M2204ZJHXSH191","Eukaryote",0
"1218","M2204ZJHXSH192","Eukaryote",0
"1219","M2204ZJHXSH195","Eukaryote",0
"1220","M2204ZJQMSW212","Eukaryote",2
"1221","M2204ZJWDSW213","Eukaryote",2
"1222","M2206APBCSW299","Eukaryote",0
"1223","M2206APBCSW300","Eukaryote",2
"1224","M2206APBCSW301","Eukaryote",1
"1225","M2206APBCSW303","Eukaryote",0
"1226","M2206APBCSW304","Eukaryote",0
"1227","M2206APBCSW305","Eukaryote",1
"1228","M2206APBCSW306","Eukaryote",1
"1229","M2206APBCSW307","Eukaryote",1
"1230","M2206APBCSW308","Eukaryote",0
"1231","M2206APBCSW309","Eukaryote",0
"1232","M2206APBCSW313","Eukaryote",0
"1233","M2206APCQJH317","Eukaryote",0
"1234","M2206APCQJH318","Eukaryote",1
"1235","M2206APCQJH322","Eukaryote",2
"1236","M2206APCQJH323","Eukaryote",0
"1237","M2206APCQJH327","Eukaryote",1
"1238","M2206APHJSH329","Eukaryote",1
